ano,mes,tipoDespesa,tipoDocumento,dataDocumento,valorDocumento,nomeFornecedor,cnpjCpfFornecedor,valorLiquido,valorGlosa,parcela
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-21,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2023,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-10-25,200.0,AUTO POSTO 303 NORTE LTDA,38194212000120,200.0,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-27,593.0,AUTO POSTO AGUA VIVA LTDA,06081417000102,593.0,0.0,0
2023,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-11-05,300.1,AUTO POSTO ARV LTDA,41214219000170,300.1,0.0,0
2023,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-09-29,600.14,AUTO POSTO CAMPO ALEGRE LTDA,09280439000190,600.14,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-21,300.0,AUTO POSTO FAROL LTDA,07247381000157,300.0,0.0,0
2023,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-05-29,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-04,200.0,AUTO POSTO JK LTDA,03482208000182,200.0,0.0,0
2023,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-10-31,291.8,AUTO POSTO ORIGINAL BRASILIA 414 DERIVADOS DE PETROLEO LTDA,20638511000140,291.8,0.0,0
2023,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-05-03,200.0,AUTO POSTO ZZ 307 NORTE LTDA,72577414000199,200.0,0.0,0
2023,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-03-07,300.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,300.0,0.0,0
2023,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-04-18,150.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,150.0,0.0,0
2023,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-05-09,200.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,200.0,0.0,0
2023,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-11-27,200.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,200.0,0.0,0
2023,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-07-22,335.01,BELUMA COMERCIO DE COMBUSTIVEIS LTDA,02804864000191,335.01,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-05,285.01,CDA EMPREENDIMENTOS LTDA,12486809000316,285.01,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-02,600.02,CDA EMPREENDIMENTOS LTDA,12486809000316,600.02,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-08,370.0,DIESEL DISTRIBUIDORA E SERVICOS LTDA,11908167000171,300.0,70.0,0
2023,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-07-01,309.98,DIESEL DISTRIBUIDORA E SERVICOS LTDA,11908167000171,309.98,0.0,0
2023,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-02-20,350.06,DIESEL DISTRIBUIDORA E SERVICOS LTDA,11908167000171,350.06,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-12,400.0,DISTRIBUIDORA VEICULOS CONFIANCA LTDA,12396339000219,400.0,0.0,0
2023,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-11-30,685.01,DISTRIBUIDORA VEICULOS CONFIANCA LTDA,12396339000308,685.01,0.0,0
2023,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-09-02,175.08,DIVINA LUZ COMBUSTIVEIS EIRELI,08036869000106,175.08,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-04,400.0,FARIAS E LESSA COMERCIO DE COMBUSTIVEIS LTDA,20266767000174,400.0,0.0,0
2023,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-04-30,400.0,J C COMBUSTIVEIS E LUBRIFICANTES LTDA,34036410000104,400.0,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-12,220.0,MAJH COM. DE COMBUST. E DERIV DE PETRO.LTDA EPP,08886885000180,220.0,0.0,0
2023,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-04-28,400.0,MAXI POSTO ECOLOGICO LTDA,03853241000171,400.0,0.0,0
2023,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-07-29,290.02,MORAIS   PINTO COMBUSTIVEIS LTDA,11679330000171,290.02,0.0,0
2023,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-09-06,503.05,POSTO 4 RODAS MATRIZ,02991589000162,503.05,0.0,0
2023,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-09-06,390.02,POSTO 4 RODAS MATRIZ,02991589000162,390.02,0.0,0
2023,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-11-03,550.03,POSTO ARAPIRACA LTDA (TREVO),12451076000465,550.03,0.0,0
2023,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-03-04,380.09,POSTO BOULANGERIE LTDA,00440239000182,380.09,0.0,0
2023,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-03-25,338.68,POSTO BOULANGERIE LTDA,00440239000182,338.68,0.0,0
2023,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-04-15,336.0,POSTO BOULANGERIE LTDA,00440239000182,336.0,0.0,0
2023,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-06-04,300.03,POSTO BOULANGERIE LTDA,00440239000182,300.03,0.0,0
2023,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-06-10,315.03,POSTO BOULANGERIE LTDA,00440239000182,315.03,0.0,0
2023,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-07-25,333.45,POSTO BOULANGERIE LTDA,00440239000182,333.45,0.0,0
2023,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-07-28,300.0,POSTO BOULANGERIE LTDA,00440239000182,300.0,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-11,321.01,POSTO BOULANGERIE LTDA,00440239000182,321.01,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-18,100.0,POSTO BOULANGERIE LTDA,00440239000182,100.0,0.0,0
2023,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-09-02,420.02,POSTO BOULANGERIE LTDA,00440239000182,420.02,0.0,0
2023,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-09-24,600.0,POSTO BOULANGERIE LTDA,00440239000182,600.0,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-29,600.05,POSTO BOULANGERIE LTDA,00440239000182,600.05,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-29,200.0,POSTO DA TORRE EIRELI EPP,04473193000159,200.0,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-18,150.0,POSTO DE COMBUSTIVEIS 306 SUL LTDA,32304523000118,150.0,0.0,0
2023,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-08-24,200.0,POSTO DE GASOLINA DOS ANOES LTDA,00360990000179,200.0,0.0,0
2023,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-11-25,664.6,POSTO ECOLOGICO COMERCIO DE COMBUSTIVEIS LTDA   EPP,20838676000166,664.6,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-23,640.0,POSTO ECOLOGICO COMERCIO DE COMBUSTIVEIS LTDA   EPP,20838676000166,640.0,0.0,0
2023,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-12-23,410.02,POSTO ECOLOGICO COMERCIO DE COMBUSTIVEIS LTDA   EPP,20838676000166,410.02,0.0,0
2023,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-03-23,200.0,POSTO PIRAMIDE LTDA,16920293000165,200.0,0.0,0
2023,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-04-11,200.0,POSTO PIRAMIDE LTDA,16920293000165,200.0,0.0,0
2023,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-10-29,600.0,POSTO PIRAMIDE LTDA,16920293000165,600.0,0.0,0
2023,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2023-11-15,490.0,POSTO PIRAMIDE LTDA,16920293000165,490.0,0.0,0
2023,2,TELEFONIA,Nota Fiscal,2023-03-14,208.1,CELULAR FUNCIONAL,00000000000001,208.1,0.0,0
2023,3,TELEFONIA,Nota Fiscal,2023-04-14,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,4,TELEFONIA,Nota Fiscal,2023-05-14,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,6,TELEFONIA,Nota Fiscal,2023-06-14,50.0,CELULAR FUNCIONAL,00000000000001,50.0,0.0,0
2023,5,TELEFONIA,Nota Fiscal,2023-06-14,164.58,CELULAR FUNCIONAL,00000000000001,164.58,0.0,0
2023,7,TELEFONIA,Nota Fiscal,2023-07-13,50.0,CELULAR FUNCIONAL,00000000000001,50.0,0.0,0
2023,6,TELEFONIA,Nota Fiscal,2023-07-13,164.58,CELULAR FUNCIONAL,00000000000001,164.58,0.0,0
2023,7,TELEFONIA,Nota Fiscal,2023-08-14,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,8,TELEFONIA,Nota Fiscal,2023-09-14,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,9,TELEFONIA,Nota Fiscal,2023-10-14,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,10,TELEFONIA,Nota Fiscal,2023-11-14,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,11,TELEFONIA,Nota Fiscal,2023-12-22,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,12,TELEFONIA,Nota Fiscal,2024-01-22,214.58,CELULAR FUNCIONAL,00000000000001,214.58,0.0,0
2023,2,PASSAGEM AÉREA - SIGEPA,Nota Fiscal,2023-02-17,1959.11,GOL,,1959.11,0.0,0
2024,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-03-26,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,4,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-04-26,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-05-29,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,6,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-06-27,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,7,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-07-25,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,8,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-08-23,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,9,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-09-23,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,10,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-10-23,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,11,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-11-20,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-12-10,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2024,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-01-24,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,11521613000190,1000.0,0.0,0
2024,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2024-02-20,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,11521613000190,1000.0,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-17,200.0,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597003112,200.0,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-25,200.0,051 - 313 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597005166,200.0,0.0,0
2024,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-03-12,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-03-14,95.67,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,95.67,0.0,0
2024,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-03-21,264.08,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,264.08,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-05,70.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,70.0,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-16,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-16,228.78,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,228.78,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-23,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-10,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-20,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-23,50.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,50.0,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-24,277.75,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,277.75,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-29,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-03,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-10,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-14,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-07-09,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-07-31,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-02,150.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,150.0,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-12,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-26,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-28,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-03,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
